,0,1,2,3,4,5,6
70,0.1,50,0.0034261243865421434,1.1200912636366107,8.288529634475708,1.0,0.5
83,0.1,80,0.003364294060996705,1.1316177412746387,10.84481406211853,1.0,1.0
75,0.1,60,0.0039357809909541,1.1350179743118316,9.077245950698853,1.0,1.0
65,0.1,40,0.0033650769859196157,1.1376647717395412,7.515522003173828,0.5,1.0
79,0.1,70,0.0035682951109651273,1.1777085998191208,9.962049722671509,1.0,1.0
71,0.1,50,0.004325062930790196,1.189071606646629,8.262510776519775,1.0,1.0
60,0.1,30,0.0035513957334775905,1.1902678183667752,6.916283369064331,0.5,0.5
66,0.1,40,0.0038466816732721713,1.2012536288060207,7.505671739578247,1.0,0.5
67,0.1,40,0.004789707900545061,1.2416300476820754,7.55286169052124,1.0,1.0
61,0.1,30,0.004640404518303823,1.2818924350902328,6.948311805725098,0.5,1.0
62,0.1,30,0.005011112372446525,1.2867804203450244,6.928293943405151,1.0,0.5
63,0.1,30,0.006316095531972605,1.3779340463567853,6.8911027908325195,1.0,1.0
56,0.1,20,0.008482533970592619,1.4238043974316714,6.2226526737213135,0.5,0.5
58,0.1,20,0.010970924287467624,1.486803982467816,6.205637454986572,1.0,0.5
57,0.1,20,0.01100200468324532,1.5323693779926784,6.2356648445129395,0.5,1.0
59,0.1,20,0.013669137613270467,1.5741740030387021,6.23666524887085,1.0,1.0
139,100.0,80,1.603870793972513,1.6108207057009112,10.664688348770142,1.0,1.0
135,100.0,70,1.6038707954161533,1.6108207072368959,9.976061820983887,1.0,1.0
137,100.0,80,1.6038708034156932,1.610820716105006,10.575607538223267,0.5,1.0
133,100.0,70,1.6038708046837213,1.6108207174464777,9.97706389427185,0.5,1.0
131,100.0,60,1.6038708193987568,1.6108207327409187,9.124177694320679,1.0,1.0
129,100.0,60,1.6038708263489216,1.6108207404023662,9.216373682022095,0.5,1.0
123,100.0,40,1.6038708382199856,1.6108207527569502,7.594899654388428,1.0,1.0
119,100.0,30,1.6038708394438776,1.6108207540570896,6.952316045761108,1.0,1.0
127,100.0,50,1.6038708434479165,1.6108207583160334,8.27952241897583,1.0,1.0
121,100.0,40,1.6038708437079066,1.6108207588014978,7.534844875335693,0.5,1.0
117,100.0,30,1.6038708446730692,1.6108207598230038,6.912288427352905,0.5,1.0
125,100.0,50,1.6038708484349884,1.6108207638099263,8.396628141403198,0.5,1.0
115,100.0,20,1.6038708682061955,1.6108207846430145,6.270718812942505,1.0,1.0
113,100.0,20,1.603870870847239,1.6108207875568707,6.2256553173065186,0.5,1.0
130,100.0,60,1.6038708983104302,1.6108208166581945,9.034206867218018,1.0,0.5
134,100.0,70,1.6038708983107681,1.6108208166585458,10.01473617553711,1.0,0.5
128,100.0,60,1.6038708983108831,1.6108208166586369,9.11828351020813,0.5,0.5
132,100.0,70,1.6038708983111527,1.610820816658912,9.9861900806427,0.5,0.5
138,100.0,80,1.6038708983111556,1.610820816658936,10.780793190002441,1.0,0.5
126,100.0,50,1.6038708983114351,1.6108208166592013,8.278520584106445,1.0,0.5
122,100.0,40,1.6038708983114531,1.61082081665922,7.550859451293945,1.0,0.5
136,100.0,80,1.603870898311477,1.6108208166592377,10.735431909561157,0.5,0.5
118,100.0,30,1.6038708983114838,1.6108208166592488,6.955322265625,1.0,0.5
124,100.0,50,1.6038708983116265,1.6108208166593811,8.37718653678894,0.5,0.5
120,100.0,40,1.6038708983116405,1.6108208166593958,7.628930568695068,0.5,0.5
116,100.0,30,1.6038708983116448,1.6108208166593994,6.852224826812744,0.5,0.5
114,100.0,20,1.6038708983116514,1.6108208166594058,6.229658842086792,1.0,0.5
112,100.0,20,1.6038708983117171,1.6108208166594666,6.339779376983643,0.5,0.5
52,0.01,80,0.00028118649717321,3.5823315857461195,10.727745771408081,0.5,0.5
44,0.01,60,0.0004099646866376247,3.701162776271633,9.147318363189697,0.5,0.5
48,0.01,70,0.0003343368161041009,3.753325186354745,9.831931829452515,0.5,0.5
40,0.01,50,0.0005445748256139778,3.8638265844193973,8.246492147445679,0.5,0.5
36,0.01,40,0.0007932980223395172,4.222465890198423,7.49553370475769,0.5,0.5
32,0.01,30,0.0014727240900916866,4.3816380182963695,6.937301874160767,0.5,0.5
28,0.01,20,0.007973780225658762,4.580217360719424,6.265691757202148,0.5,0.5
54,0.01,80,0.0004994359809564906,4.81954325786663,10.872877597808838,1.0,0.5
30,0.01,20,0.010552622782585381,4.900850868421495,6.241672992706299,1.0,0.5
46,0.01,60,0.0007289060011088904,4.9968988306480675,9.021195650100708,1.0,0.5
42,0.01,50,0.000963064986526994,5.012608333217614,8.266416072845459,1.0,0.5
50,0.01,70,0.0005985858803147338,5.202126818182754,9.783888578414917,1.0,0.5
38,0.01,40,0.0013834653716685147,5.38078473368565,7.530949354171753,1.0,0.5
34,0.01,30,0.0024112416335319454,5.569709540263775,6.932097434997559,1.0,0.5
53,0.01,80,0.0002255897579416844,6.391936174411649,10.80281376838684,0.5,1.0
45,0.01,60,0.00035038124182288846,6.566252718114013,9.087255716323853,0.5,1.0
49,0.01,70,0.00027804871378292836,6.77419991660408,9.813915491104126,0.5,1.0
41,0.01,50,0.0004962045490288638,6.903497177417091,8.295543432235718,0.5,1.0
29,0.01,20,0.010559387141332309,7.021054102186943,6.236665725708008,0.5,1.0
31,0.01,20,0.013300962632077275,7.394190584526528,6.204636812210083,1.0,1.0
37,0.01,40,0.0007729383839756739,7.587703873416758,7.5388500690460205,0.5,1.0
33,0.01,30,0.0016453240278713989,7.686096174280406,6.88125205039978,0.5,1.0
55,0.01,80,0.00039961652884506354,9.164474132452954,10.73975682258606,1.0,1.0
43,0.01,50,0.000876230934750097,9.312839995757246,8.340577363967896,1.0,1.0
47,0.01,60,0.0006205202419330641,9.421981866855765,9.070239782333374,1.0,1.0
35,0.01,30,0.0026911509112693384,9.46792527333132,6.904003620147705,1.0,1.0
51,0.01,70,0.0005016711648898606,9.842543523234156,9.756198406219482,1.0,1.0
39,0.01,40,0.001346901275263095,9.976578537990754,7.514827013015747,1.0,1.0
0,0.001,20,0.017180097858037466,78.83957078297493,6.085528612136841,0.5,0.5
2,0.001,20,0.020434933069643564,85.6273874265086,6.212644100189209,1.0,0.5
12,0.001,50,0.00018648732636512835,141.34658066383054,8.350586175918579,0.5,0.5
4,0.001,30,0.0010313534367655172,152.55963547190544,6.852224826812744,0.5,0.5
16,0.001,60,0.00013034580995886403,156.61849877433832,9.084252119064331,0.5,0.5
1,0.001,20,0.019744151428658655,159.79540627313528,6.197630405426025,0.5,1.0
8,0.001,40,0.00031804448410487394,161.51298364656483,7.541851758956909,0.5,0.5
20,0.001,70,9.968954387020067e-05,166.4104544750153,9.782886981964111,0.5,0.5
24,0.001,80,7.615851915146185e-05,166.56342770777704,10.73975682258606,0.5,0.5
14,0.001,50,0.0003667795210696392,190.15147214575552,8.289530754089355,1.0,0.5
6,0.001,30,0.0018350474760518633,190.91072710180305,6.82920503616333,1.0,0.5
3,0.001,20,0.023252373496303005,203.69878126809772,6.199631929397583,1.0,1.0
10,0.001,40,0.0006301187676056538,212.84207228747383,7.5598671436309814,1.0,0.5
18,0.001,60,0.00024965857578423923,217.8640786878477,9.228502750396729,1.0,0.5
22,0.001,70,0.00018545151042299648,245.92205315467336,9.808911323547363,1.0,0.5
26,0.001,80,0.00013534483828413075,246.81110955235394,10.70472502708435,1.0,0.5
13,0.001,50,0.00018132454437983235,281.93316810594695,8.298539638519287,0.5,1.0
17,0.001,60,0.00012621389847002756,312.89802271608966,9.129294157028198,0.5,1.0
5,0.001,30,0.0010335601039283683,313.7858833125311,6.8612329959869385,0.5,1.0
9,0.001,40,0.0003166055765934468,313.9874355009531,7.4942426681518555,0.5,1.0
21,0.001,70,9.585632164917721e-05,328.9418262115077,9.789893388748169,0.5,1.0
25,0.001,80,7.322303898085163e-05,342.29609610327174,10.721740007400513,0.5,1.0
7,0.001,30,0.0018071862827791917,353.75906229703776,6.86523699760437,1.0,1.0
15,0.001,50,0.00035719029460879647,382.6371832359939,8.286527872085571,1.0,1.0
11,0.001,40,0.0006258244999549005,418.70192746157426,7.4457643032073975,1.0,1.0
19,0.001,60,0.00024029055595608235,436.6647438085312,9.100710391998291,1.0,1.0
23,0.001,70,0.00017861451263936253,489.8517274796832,9.80458688735962,1.0,1.0
27,0.001,80,0.0001295407286974454,499.53860901714455,10.773787498474121,1.0,1.0
